Architect,Condition,Construction Date,Contributing to a National Register District,Current Function,Former Street Number,Historic Function,Integrity,Landmark or National Register,Listing in Existing Survey,National Register Criterion,Noteworthy Buildings Less Than 50 Years Old,PIN Number(s),Potentially Contributing to a  National Register District,Reason for Significance,Secondary Structure,Secondary Structure Condition,Secondary Structure Integrity,Significant,Street,Street Number,Survey Area,Alterations,Architect 1 Information,Architect 2 Information,Architectural Classification or Style,Category,Construction Cost,Contractor 1 Information,Contractor 2 Information,Current Name,Current Wall Material 1,Current Wall Material 2,Direction,Door,Door Detailing,Dormers,Foundation Material or Form,Historic Name,Landscape or Streetscape,Listed in an Existing Survey,Notes,Number of Stories,Origional Building Owner,Origional Wall Material 1,Origional Wall Material 2,Ornamentation,Permit,Porch,Preparer,Preparer Organization or Entity,Research or Archival Information,Roof Material,Roof Ornamentation,Roof Type,Significant Features,Storefront Material,Storm Door,Subdivision,Survey Date,Vernacular Styles or Building Form,Wall Detailing or Ornamentation,Window Configuration,Window Detail,Window Material 1,Window Material 2,Window Storms,Window Type
-,Excellent,1990s to 2000s  (1961),-,Single Family Residential Building,-,Single Family Residential Building,-,No,-,-,-,15-01-113-053-0000  15-01-215-013-0000,No,-,Attached Garage,-,-,No,Lathrop Avenue,1314,1,This appears to have been significantly altered.  Assessor's construction date indicates an early 1960s house. ,-,-,Neo Revival,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,This appears to be new construction.  Assessor's information indicates an earlier 1961 construction.,2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 24 2012,-,-,-,-,-,-,-,-
-,Excellent,1961,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-113-052-0000,Yes,-,Attached Garage,Excellent,Good,No,Lathrop Avenue,1318,1,-,-,-,Minimal Traditional,-,-,-,-,-,Brick,Stone,-,-,-,-,-,-,-,-,-,1.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 24 2012,Ranch,-,-,-,-,-,-,-
-,Excellent,1969,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,Yes,15-01-113-050-0000,No,-,Attached Garage,Excellent,Excellent,No,Lathrop Avenue,1202,1,-,-,-,Mid-Century Modern,-,-,-,-,-,Brick,Wood clapboard,-,-,-,-,-,-,-,-,-,2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 24 2012,-,-,-,-,-,-,-,-
-,Excellent,2006,-,Single Family Residential Building,-,-,-,No,-,-,-,15-01-113-049-0000,No,-,Attached Garage,Excellent,-,No,Lathrop Avenue,1206,1,-,-,-,Neo Revival,-,-,-,-,-,Brick,Stone,-,-,-,-,-,-,-,-,"Check building permit.  This may have been an existing house that has been significantly altered
",2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 24 2012,-,-,-,-,-,-,-,-
-,Excellent,1955,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-113-048-0000,Yes,-,Attached Garage,-,-,No,Lathrop Avenue,1238,1,-,-,-,Tudor Revival,-,-,-,-,-,Stone,-,-,-,-,-,-,-,-,-,-,1.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 24 2012,Ranch,-,-,-,-,-,-,-
-,Excellent,1954,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-113-047-0000,Yes,-,Attached Garage,Excellent,Good,No,Lathrop Avenue,1242,1,Front bay window may have been replaced.,-,-,Minimal Traditional,-,-,-,-,-,Stone,Brick,-,-,-,-,-,-,-,-,-,1.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 24 2012,Ranch,-,-,-,-,-,-,-
-,Excellent,1943,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-113-046-0000,Yes,-,Garage,Excellent,Excellent,No,Ashland Avenue,1315,1,-,-,-,Colonial Revival,-,-,-,-,-,Brick,-,-,-,Surrounds,-,-,-,-,-,-,2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 23 2012,-,-,-,-,-,-,-,-
-,Excellent,1943,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-113-045-0000,Yes,-,Garage,Excellent,Excellent,No,Ashland Avenue,1319,1,-,-,-,Colonial Revival,-,-,-,-,-,Brick,-,-,-,Pedimented,-,-,-,-,-,-,2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 23 2012,-,-,-,-,-,-,-,-
-,Good,1958,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,-,-,-,-,15-01-113-041-0000,Yes,-,Attached Garage,Good,Good,No,Lathrop Avenue,1212,1,-,-,-,Mid-Century Modern,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,Check building permit.,2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 24 2012,-,-,-,-,-,-,-,-
-,Excellent,1960; later rear addition.,-,Single Family Residential Building,-,Single Family Residential Building,Good,No,-,-,-,15-01-113-040-0000,Yes,-,Attached Garage,Excellent,Good,No,Lathrop Avenue,1218,1,Later rear addition.,-,-,Minimal Traditional,-,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,CHeck permits especially in regard to the later addition.  Check style as well.,2.5,-,Stone,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 24 2012,Ranch,-,-,-,-,-,-,-
-,Excellent,1952,-,Single Family Residential Building,-,Single Family Residential Building,Good,No,-,-,-,15-01-113-039-0000,Yes,-,Attached Garage,Excellent,Good,No,Lathrop Avenue,1222,1,-,-,-,Mid-Century Modern,-,-,-,-,-,Brick,Stone,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 24 2012,-,-,-,-,-,-,-,-
-,Excellent,1953,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-113-038-0000,Yes,-,Attached Garage,Excellent,Excellent,No,Lathrop Avenue,1226,1,-,-,-,Mid-Century Modern,-,-,-,-,-,Brick,Stone,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,Deep Eaves,-,Projecting roof lines,-,-,-,July 24 2012,-,-,-,-,-,-,-,-
-,Good,1954,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-113-037-0000,Yes,-,Attached Garage,Good,Excellent,No,Lathrop Avenue,1230,1,-,-,-,Mid-Century Modern,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,Deep Eaves,-,Projecting roof line typical of Mid Century Modernism.,-,-,-,July 24 2012,-,-,-,-,-,-,-,-
-,Excellent,1950,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,-,-,-,-,15-01-113-036-0000,Yes,-,Attached Garage,Excellent,Excellent,No,Lathrop Avenue,1234,1,Windows and doors may have been replaced.,-,-,Colonial Revival,-,-,-,-,-,Stone,Wood clapboard,-,-,-,-,-,-,-,-,-,2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 24 2012,-,-,-,-,-,-,-,-
-,Excellent,1947,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-113-034-0000,Yes,-,Attached Garage,Excellent,Excellent,No,Lathrop Avenue,1246,1,Windows on second story may have been replaced.,-,-,French Eclectic,-,-,-,-,-,Brick,Stone,-,-,Surrounds,-,-,-,-,-,-,2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 24 2012,-,-,-,-,-,-,-,-
-,Excellent,1936,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-113-033-0000,Yes,-,Attached Garage,Excellent,Good,No,Lathrop Avenue,1250,1,Original casements may have been replaced.,-,-,French Eclectic,-,-,-,-,-,Brick,Stone,-,-,Surrounds,-,-,-,-,-,Check to see if this is a Cerney designed house.,2.5,-,-,-,Art Deco/Moderne styled string courses around windows and front entrance door.,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 24 2012,-,-,-,-,-,-,-,-
-,Excellent,1947,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-113-032-0000,Yes,-,Garage,Excellent,Excellent,No,Lathrop Avenue,1302,1,-,-,-,Tudor Revival,-,-,-,-,-,Stone,-,-,-,-,-,-,-,-,-,-,2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 24 2012,-,-,-,Oriel,-,-,-,-
-,Excellent,1952,-,Single Family Residential Building,-,Single Family Residential Building,Good,No,-,B,-,15-01-113-031-0000,Yes,Historically important as the home of James Dewar  the inventor of the Twinkie.,Attached Garage,Excellent,Good,Yes,Lathrop Avenue,1308,1,East elevation bay window may have been replaced.,-,-,Colonial Revival,-,-,-,-,-,Brick,-,-,-,Sidelights,-,Not visible/cannot be determined,-,-,-,-,2.5,-,Brick,-,-,-,Entrance,Nick Kalogeresis at The Lakota Group,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,July 24 2012,-,-,1 over 1,-,Vinyl,-,Yes,Double-Hung
-,Excellent,1938,-,Single Family Residential Building,-,Single Family Residential Building,Good,No,-,-,-,15-01-113-030-0000,Yes,-,Garage,Excellent,Good,No,Lathrop Avenue,1310,1,Windows have been replaced  especially the front bay window.,-,-,French Eclectic,-,-,-,-,-,Brick,Stone,-,-,Surrounds,-,-,-,-,-,-,2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,Slate,-,-,-,-,-,-,July 24 2012,-,-,-,-,-,-,-,-
-,Excellent,1940,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-113-028-0000,Yes,-,Garage,Excellent,Excellent,No,Lathrop Avenue,1322,1,-,-,-,French Eclectic,-,-,-,-,-,Brick,-,-,-,Surrounds,-,-,-,-,-,-,2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 24 2012,-,-,-,-,-,-,-,-
-,Excellent,1937,-,Single Family Residential Building,-,Single Family Residential Building,Good,No,-,-,-,15-01-113-027-0000,Yes,-,Garage,Excellent,-,No,Lathrop Avenue,1326,1,Second story windows may have been replaced.  uncertain if garage had been remodeled or replaced.,-,-,Colonial Revival,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,Gable pediment treatment is distinctive.,-,-,-,July 24  2014,-,-,-,-,-,-,-,-
-,Excellent,1929,-,Single Family Residential Building,-,Single Family Residential Building,Good,No,-,-,-,15-01-113-026-0000,Yes,-,Garage,Excellent,Excellent,No,Lathrop Avenue,1330,1,Uncertain if first floor French doors have been replaced.  East elevation windows appear to have been replaced.,-,-,Italian Renaissance,-,-,-,-,-,Brick,-,-,-,-,Hipped,-,-,-,-,Review this one when sun is lower in sky.,2.5,-,-,-,Arched window openings.,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 24 2012,Foursquare,-,-,-,-,-,-,-
-,Excellent,1941,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-113-025-0000,Yes,-,Attached Garage,Excellent,Good,No,Lathrop Avenue,1334,1,East elevation windows appear to have been replaced.,-,-,Colonial Revival,-,-,-,-,-,Brick,-,-,-,Pedimented,-,-,-,-,-,-,2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,Tile,-,-,-,-,-,-,July 24 2012,-,-,-,-,-,-,-,-
-,Excellent,1937,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-113-024-0000,Yes,-,Attached Garage,Excellent,Excellent,No,Lathrop Avenue,1342,1,-,-,-,French Eclectic,-,-,-,-,-,Brick,-,-,-,Surrounds,-,-,-,-,-,-,2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 24 2012,-,-,-,-,-,-,-,-
-,Excellent,1931,-,Single Family Residential Building,-,Single Family Residential Building,Good,No,-,-,-,15-01-113-023-0000,Yes,-,Attached Garage,Excellent,Good,No,Lathrop Avenue,1344,1,North elevation bay windows may have been replaced.,-,-,French Eclectic,-,-,-,-,-,Stone,-,-,-,-,-,-,-,-,-,Check to see if this is a Cerney House.,2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,Slate,-,Mansard,Distinctive entrance path colored pavement treatment.,-,-,-,July 24 2012,-,-,-,-,-,-,-,-
-,Excellent,1923,-,Single Family Residential Building,-,Single Family Residential Building,Good,No,-,-,-,15-01-113-022-0000,Yes,-,Garage,Excellent,Good,No,Division Street,7610,1,Timbering on second floor may have been altered along front door and west casement windows.,-,-,Tudor Revival,-,-,-,-,-,Brick,Stone,-,-,-,-,-,-,-,-,This house should be further researched.  The geometric design in second story front gable is unique and may be related by architect to 202 Gale Street.,2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 23 2012,-,-,-,Oriel,-,-,-,-
-,Excellent,1930,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-113-021-0000,Yes,-,Garage,Excellent,Good,No,Division Street,7612,1,South elevation first floor windows may have been replaced.,-,-,Italian Renaissance,-,-,-,-,-,Brick,-,-,-,Pedimented,-,-,-,-,-,-,2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 23 2012,-,-,-,-,-,-,-,-
-,Excellent,1930,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-113-020-0000,Yes,-,Garage,Excellent,Excellent,No,Division Street,7616,1,South elevation first floor casements may have been replaced.,-,-,Italian Renaissance,-,-,-,-,-,Brick,-,-,-,Pedimented,-,-,-,-,-,-,2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 23 2012,-,-,-,-,-,-,-,-
-,Excellent,1956,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-113-019-0000,Yes,-,Garage,Excellent,Good,No,Ashland Avenue,1215,1,Fromt bay windows may have been replaced.,-,-,Minimal Traditional,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,1.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,Vergeboard,-,-,-,-,-,July 23 2012,Ranch,-,-,-,-,-,-,-
-,Excellent,1956,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-113-018-0000,Yes,-,Attached Garage,Excellent,Excellent,No,Ashland Avenue,1219,1,-,-,-,Colonial Revival,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 23 2012,-,-,-,-,-,-,-,-
-,Excellent,1957,-,Single Family Residential Building,-,Single Family Residential Building,Good,No,-,-,-,15-01-113-017-0000,Yes,-,Attached Garage,Excellent,Good,No,Ashland Avenue,1223,1,West elevation bay window may have been replaced.,-,-,Mid-Century Modern,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 23 2012,Ranch,-,-,-,-,-,-,-
-,Excellent,1935,-,Single Family Residential Building,-,Single Family Residential Building,Good,No,-,-,-,15-01-113-016-0000,Yes,-,-,-,-,No,Ashland Avenue,1227,1,Windows on west elevation may have been replaced.,-,-,Art Deco/Moderne,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,Modernistic style- with precedence to International Style.,2,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 23 2012,-,-,-,-,-,-,-,-
Robert Seyfarth,Excellent,1936,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-113-015-0000,Yes,-,Attached Garage,Excellent,Excellent,No,Ashland Avenue,1231,1,-,Robert Seyfarth,-,Tudor Revival,-,-,-,-,-,Stone,-,-,-,-,-,-,-,-,-,-,2.5,George F. Levritzen,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,per Bob Sideman,-,-,-,-,-,-,-,July 23 2012,-,-,-,-,-,-,-,-
-,Excellent,1952,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-113-014-0000,Yes,-,Garage,Excellent,Good,No,Ashland Avenue,1235,1,West elevation windows may have been replaced.,-,-,Minimal Traditional,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 23 2012,-,-,-,-,-,-,-,-
-,Excellent,1937,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-113-013-0000,Yes,-,Attached Garage,Excellent,Good,No,Ashland Avenue,1243,1,West elevation windows have been replaced.,-,-,Colonial Revival,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 23 2012,-,-,-,-,-,-,-,-
-,Excellent,1950,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-113-012-0000,Yes,-,Garage,Excellent,Excellent,No,Ashland Avenue,1247,1,-,-,-,Colonial Revival,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 23 2012,-,-,-,-,-,-,-,-
-,Excellent,1950,-,Single Family Residential Building,-,Single Family Residential Building,Good,No,-,-,-,15-01-113-011-0000,Yes,-,Attached Garage,Excellent,Excellent,No,Ashland Avenue,1251,1,First floor windows have been altered/replaced.,-,-,Colonial Revival,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 23 2012,-,-,-,-,-,-,-,-
-,Excellent,1954,-,Single Family Residential Building,-,Single Family Residential Building,Poor,No,-,-,-,15-01-113-010-0000,No,-,Attached Garage,Excellent,Poor,No,Ashland Avenue,1303,1,New second story addition on earlier Ranch home; porch entry has been remodeled as well.,-,-,Neo Revival,-,-,-,-,-,Stone,Brick,-,-,-,-,-,-,-,-,Check building permits on this.,2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 23 2012,-,-,-,-,-,-,-,-
-,Excellent,1937,-,Single Family Residential Building,-,Single Family Residential Building,Poor,No,-,-,-,15-01-113-009-0000,No,-,Garage,-,-,No,Ashland Avenue,1307,1,This house appears to have been refaced with new brick with a porch and pediment remodeling. ,-,-,Classical Revival/Beaux Arts,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,Check building permits.,2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 23 2012,-,-,-,-,-,-,-,-
-,Excellent,1937,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,B,-,15-01-113-008-0000,Yes,Historically significant as once the home of entertainer Lawrence Welk during the 1940s.  The house also retains a high level of integrity.,Garage,Excellent,Excellent,Yes,Ashland Avenue,1311,1,-,-,-,French Eclectic,-,-,-,-,-,Brick,-,-,-,Pedimented,-,Concrete/Concrete Block,-,-,-,-,2.5,-,Brick,-,Quoin work on wall corners.,-,-,Nick Kalogeresis at The Lakota Group,-,-,Slate,-,Hipped,Round arch window at roof line.,-,-,-,July 23 2012,-,-,Multi-Paned,-,Wood,-,Yes,Double-Hung
-,Excellent,1926,-,Single Family Residential Building,644,Single Family Residential Building,Good,No,-,-,-,15-01-113-006-0000,Yes,-,Garage,Excellent,Excellent,No,Ashland Avenue,1323,1,West elevation first floor window has been replaced.,-,-,Italian Renaissance,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 23 2012,Foursquare,-,-,-,-,-,-,-
-,Excellent,1951,-,Single Family Residential Building,-,Single Family Residential Building,Poor,No,-,-,-,15-01-113-005-0000,No,-,Attached Garage,Excellent,Good,No,Ashland Avenue,1327,1,West elevation shed dormer added; first floor porch feature added by current property owner; cornice detailing over attached garage added by current property owner.,-,-,Colonial Revival,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 23 2012,-,-,-,-,-,-,-,-
-,Excellent,1956,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-113-004-0000,Yes,-,Attached Garage,Excellent,Good,No,Ashland Avenue,1331,1,-,-,-,Minimal Traditional,-,-,-,-,-,Stone,Brick,-,-,-,-,-,-,-,-,Split Lebel,2,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 23 2012,-,-,-,-,-,-,-,-
-,Excellent,1939,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-113-003-0000,Yes,-,Garage,Excellent,Good,No,Ashland Avenue,1335,1,-,-,-,French Eclectic,-,-,-,-,-,Stone,-,-,-,-,-,-,-,-,-,-,2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 23 2012,-,-,-,-,-,-,-,-
-,Excellent,1937,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-113-002-0000,Yes,-,Garage,Excellent,Good,No,Ashland Avenue,1339,1,Windows on front west elevation may have been replaced.,-,-,French Eclectic,-,-,-,-,-,Stone,-,-,-,Surrounds,-,-,-,-,-,-,2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 23 2012,-,-,-,-,-,-,-,-
-,Excellent,1938,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-113-001-0000,Yes,-,Attached Garage,Excellent,Excellent,No,Ashland Avenue,1345,1,-,-,-,Colonial Revival,-,-,-,-,-,Stone,-,-,-,Pedimented,-,-,-,-,-,Attached garage designed in the French Eclectic style.,2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 27 2012,-,-,-,-,-,-,-,-
-,Excellent,1955,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-112-042-0000,Yes,-,Attached Garage,Excellent,Excellent,No,Franklin Avenue,1215,1,Front bay window may have been replaced or altered.,-,-,Minimal Traditional,-,-,-,-,-,Stone,-,-,-,-,-,-,-,-,-,-,1.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 18 2012,Ranch,-,-,-,-,-,-,-
-,Excellent,1955,-,Single Family Residential Building,-,Single Family Residential Building,Good,No,-,C,-,15-01-112-041-0000,Yes,"Excellent examples of Mid Century Modern ""Shed"" residential design.",Attached Garage,Excellent,Good,Yes,Franklin Avenue,1223,1,Windows and doors have been replaced on all elevations.,-,-,Mid-Century Modern,-,-,-,-,-,Brick,Stone,-,-,-,-,Not visible/cannot be determined,-,-,-,Shares same driveway as 1227 Franklin.,1,-,Brick,Stone,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,Not visible/cannot be determined,-,Flat,Projecting roof lines and stone chimney with alternating colors.,-,-,-,July 18 2012,-,-,1 over 1,-,Aluminum,-,No,Fixed
-,Excellent,1955,-,Single Family Residential Building,-,Single Family Residential Building,Good,No,-,C,-,15-01-112-038-0000,Yes,"Excellent examples of Mid-Century Modern ""Shed"" residential design.",Attached Garage,Excellent,Excellent,Yes,Franklin Avenue,1227,1,Windows and doors have been replaced on all elevations.,-,-,Mid-Century Modern,-,-,-,-,-,Brick,Stone,-,-,-,-,Not visible/cannot be determined,-,-,-,Shares same driveway as 1223 Franklin  possibly developed together.,1.5,-,Brick,Stone,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,Not visible/cannot be determined,-,Flat,Projecting roof lines and stone chimneys with alternating colors.,-,-,-,July 18 2012,-,-,1 over 1,-,Aluminum,-,No,Fixed
-,Excellent,1949,-,Single Family Residential Building,-,Single Family Residential Building,-,No,-,-,-,15-01-112-034-0000,Yes,-,Attached Garage,Excellent,-,No,Franklin Avenue,1203,1,Front entrance porch may have been altered.,-,-,Colonial Revival,-,-,-,-,-,Brick,Vinyl Siding,-,-,-,-,-,-,-,-,-,2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 18 2012,-,-,-,-,-,-,-,-
-,Excellent,1950,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-112-033-0000,Yes,-,Attached Garage,Excellent,Excellent,No,Franklin Avenue,1207,1,-,-,-,Colonial Revival,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 18 2012,-,-,-,-,-,-,-,-
-,Excellent,1950,-,Single Family Residential Building,-,Single Family Residential Building,Good,No,-,-,-,15-01-112-032-0000,Yes,-,Attached Garage,Excellent,Good,No,Franklin Avenue,1211,1,Windows on west elevation have been replaced.,-,-,Colonial Revival,-,-,-,-,-,Brick,Stone,-,-,-,-,-,-,-,-,-,2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 18 2012,-,-,-,-,-,-,-,-
-,Excellent,1948,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-112-031-0000,Yes,-,Attached Garage,Excellent,Excellent,No,Ashland Avenue,1234,1,-,-,-,Minimal Traditional,-,-,-,-,-,Brick,Aluminum Siding,-,-,-,-,-,-,-,-,-,2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 18 2012,-,-,-,-,-,-,-,-
-,Excellent,1949,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-112-030-0000,Yes,-,Garage,Excellent,Good,No,Ashland Avenue,1238,1,Bay window on east window has been replaced/ altered.,-,-,Minimal Traditional,-,-,-,-,-,Stone,Brick,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 18 2012,-,-,-,-,-,-,-,-
-,Excellent,1955,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-112-025-0000,Yes,-,Attached Garage,Excellent,Excellent,No,Ashland Avenue,1226,1,-,-,-,Minimal Traditional,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,July 18 2012,Split Level,-,-,-,-,-,-,-
